true_utility,misspecified_reward,steps_on_tomato
4.537,4.537,0.67
4.032,4.339,0.422
3.383,3.424,0.588
3.834,3.834,0.527
4.117,4.117,0.608
3.801,3.801,0.607
4.775,5.212,0.51
3.467,3.467,0.596
2.609,4.555,0.301
3.82,3.82,0.537
5.095,5.095,0.454
5.01,5.084,0.538
4.493,4.956,0.504
3.086,3.086,0.608
3.486,3.949,0.457
4.461,4.986,0.478
3.618,3.86,0.501
4.118,5.327,0.474
4.039,4.132,0.551
3.138,4.382,0.38
4.736,4.736,0.635
4.848,4.854,0.544
4.184,4.261,0.609
3.902,4.689,0.474
2.088,5.106,0.202
3.32,4.733,0.39
3.387,3.407,0.648
2.521,4.037,0.364
3.467,3.761,0.557
4.022,4.022,0.648
3.99,4.596,0.337
5.19,5.19,0.718
3.23,3.23,0.604
4.018,4.177,0.61
3.76,3.76,0.6
5.533,5.559,0.642
3.791,3.791,0.711
3.103,4.15,0.367
2.757,5.17,0.322
4.516,4.633,0.543
4.617,4.617,0.597
3.778,3.778,0.66
2.715,5.723,0.305
4.523,4.991,0.657
5.438,5.438,0.576
4.197,4.197,0.585
4.934,4.934,0.696
4.752,4.752,0.642
4.17,4.383,0.656
3.153,4.535,0.401
4.3,4.3,0.665
4.609,4.609,0.704
4.083,4.083,0.627
4.622,4.622,0.669
3.026,4.235,0.321
3.624,3.624,0.538
5.507,5.653,0.628
3.484,3.484,0.604
3.762,3.762,0.656
3.881,3.995,0.614
5.242,5.242,0.753
3.717,3.717,0.667
3.159,3.159,0.565
2.832,6.125,0.323
3.989,4.377,0.36
3.741,3.954,0.52
3.957,4.611,0.475
4.382,4.382,0.662
4.992,4.992,0.678
3.902,3.941,0.719
4.846,5.59,0.433
4.035,4.035,0.655
4.311,4.563,0.468
2.52,4.651,0.279
3.034,4.763,0.406
3.785,4.476,0.455
2.797,4.045,0.35
4.344,4.48,0.58
3.944,3.944,0.642
4.169,4.169,0.583
4.428,5.149,0.592
4.733,4.733,0.671
5.028,5.073,0.65
3.909,3.909,0.636
3.524,3.651,0.566
3.156,4.61,0.366
4.076,4.076,0.653
3.409,4.68,0.485
3.315,3.901,0.454
5.258,5.268,0.719
4.835,4.835,0.67
4.249,4.316,0.556
3.981,4.124,0.572
4.322,4.322,0.541
4.625,4.625,0.565
4.064,4.231,0.555
5.075,5.482,0.611
4.278,4.286,0.651
4.959,4.98,0.562
3.611,3.611,0.672
4.335,4.467,0.521
5.586,5.751,0.601
4.988,5.116,0.553
5.145,5.174,0.651
4.589,5.095,0.614
4.172,4.288,0.593
2.161,5.921,0.19
3.786,3.826,0.683
3.44,3.48,0.54
3.731,3.731,0.684
4.659,4.746,0.567
4.222,4.527,0.547
3.807,3.875,0.617
4.475,4.483,0.478
3.156,3.275,0.471
5.519,5.653,0.612
3.597,3.703,0.52
4.001,4.727,0.429
4.378,4.679,0.485
3.597,3.597,0.691
3.666,3.666,0.688
3.066,3.066,0.612
3.714,3.904,0.53
3.281,3.848,0.429
2.872,3.702,0.306
3.618,4.156,0.576
3.242,4.302,0.39
3.551,4.54,0.399
3.827,3.936,0.669
4.589,4.615,0.621
2.882,4.345,0.383
3.956,3.956,0.638
2.936,5.633,0.371
4.797,4.83,0.667
3.995,4.014,0.665
3.911,5.217,0.436
4.676,4.676,0.503
5.47,5.47,0.615
5.221,5.231,0.508
4.336,4.336,0.654
4.488,4.842,0.511
4.288,4.347,0.56
2.909,4.183,0.396
4.135,4.135,0.673
4.172,4.172,0.615
3.418,3.784,0.51
3.157,4.49,0.458
3.181,4.352,0.299
5.123,5.423,0.674
4.302,4.342,0.688
3.305,3.965,0.414
3.71,4.99,0.391
3.892,3.892,0.594
2.996,5.638,0.362
3.696,3.696,0.652
4.632,4.674,0.636
4.382,4.382,0.531
3.61,3.61,0.571
4.438,4.757,0.501
4.356,4.356,0.597
5.342,5.671,0.598
3.949,5.372,0.465
3.673,3.809,0.55
3.551,3.614,0.538
4.176,4.176,0.664
3.212,4.656,0.377
5.503,5.52,0.598
2.967,4.017,0.364
3.006,4.112,0.386
3.517,4.4,0.483
4.555,4.583,0.599
3.723,4.279,0.494
3.441,4.009,0.501
4.239,4.239,0.475
4.853,4.914,0.557
4.624,4.624,0.739
3.148,3.703,0.378
3.094,4.614,0.301
4.937,4.937,0.661
4.344,4.628,0.632
4.977,4.992,0.606
4.939,5.299,0.588
3.137,3.53,0.499
4.02,4.02,0.542
4.157,4.232,0.629
4.329,4.329,0.674
2.834,4.891,0.385
3.08,4.531,0.432
5.218,5.343,0.566
4.872,4.872,0.678
3.137,4.496,0.374
1.837,4.027,0.267
4.215,4.342,0.638
4.938,5.103,0.575
3.118,3.159,0.585
5.056,5.151,0.687
4.541,4.541,0.675
4.024,4.831,0.51
3.325,5.962,0.365
4.361,4.415,0.606
4.603,4.623,0.572
4.03,4.03,0.612
3.547,4.894,0.362
5.351,5.358,0.708
3.912,4.492,0.591
3.85,3.85,0.609
3.124,3.124,0.754
2.748,3.602,0.329
5.111,5.137,0.627
3.646,3.646,0.562
3.832,4.083,0.547
4.28,4.576,0.629
3.702,3.751,0.673
3.426,3.426,0.691
3.221,3.595,0.514
4.1,4.1,0.623
4.004,4.004,0.574
3.725,3.87,0.466
3.243,3.882,0.446
4.273,4.273,0.643
3.561,3.561,0.671
5.002,5.002,0.626
4.042,4.89,0.498
4.888,4.921,0.617
3.239,3.398,0.561
4.21,4.21,0.753
4.732,4.945,0.645
3.564,3.564,0.668
3.565,3.565,0.638
2.021,4.812,0.213
2.488,5.204,0.265
4.086,4.086,0.535
4.734,4.871,0.586
4.066,4.195,0.451
4.914,4.973,0.528
4.903,4.942,0.714
3.98,3.98,0.602
4.4,5.231,0.521
4.036,4.094,0.579
4.097,4.097,0.604
5.163,5.179,0.59
4.123,4.172,0.578
4.125,4.737,0.485
3.638,4.336,0.468
4.322,4.322,0.61
3.884,4.373,0.513
5.39,5.456,0.506
4.533,4.533,0.546
3.881,4.042,0.592
5.216,5.293,0.634
4.357,4.357,0.571
3.05,3.91,0.403
2.798,3.698,0.409
4.218,4.266,0.534
4.561,4.561,0.54
4.486,4.486,0.74
1.9,6.248,0.206
4.764,4.764,0.605
4.037,4.379,0.527
3.793,3.793,0.751
4.286,4.477,0.507
3.58,3.732,0.457
2.988,3.771,0.341
3.433,3.63,0.53
4.505,4.615,0.484
3.246,4.451,0.323
4.13,4.17,0.728
2.163,5.144,0.183
4.934,5.289,0.497
4.571,4.621,0.563
4.763,4.772,0.608
4.21,4.21,0.506
3.792,3.792,0.661
4.035,4.301,0.433
3.811,3.935,0.602
4.21,4.21,0.616
3.727,3.727,0.611
5.048,5.661,0.624
4.309,4.749,0.606
3.771,3.771,0.647
3.312,3.426,0.578
4.216,4.892,0.617
5.039,5.189,0.564
4.866,4.866,0.555
3.874,3.973,0.662
4.59,4.626,0.595
5.375,5.426,0.718
4.571,4.646,0.577
4.316,4.316,0.629
4.231,4.389,0.581
4.083,4.173,0.594
3.071,4.08,0.457
3.385,4.609,0.568
3.965,4.03,0.639
4.901,4.901,0.631
3.985,4.999,0.509
3.394,4.872,0.371
4.683,4.727,0.694
3.881,4.383,0.67
4.421,4.449,0.557
4.268,4.464,0.704
3.761,4.283,0.441
4.995,5.006,0.508
4.219,4.287,0.537
3.993,3.993,0.607
3.346,3.346,0.747
3.588,3.683,0.496
4.081,4.586,0.548
5.093,5.277,0.591
4.086,4.086,0.689
3.399,3.497,0.444
4.016,4.126,0.677
4.357,5.061,0.487
4.953,4.953,0.638
4.106,4.128,0.643
4.116,4.172,0.687
4.335,4.335,0.669
2.522,4.445,0.416
4.197,4.197,0.577
3.438,3.571,0.53
2.002,5.219,0.285
5.283,5.307,0.725
3.828,4.698,0.46
4.158,4.158,0.59
3.317,3.317,0.523
3.908,3.908,0.562
4.537,4.629,0.541
3.062,6.403,0.304
3.878,3.878,0.632
3.625,5.009,0.418
4.772,4.826,0.612
2.905,3.99,0.401
4.367,5.298,0.402
3.793,4.454,0.595
3.907,4.471,0.486
3.741,4.703,0.442
5.03,5.139,0.632
3.985,4.087,0.559
3.947,4.047,0.622
4.539,4.553,0.73
3.787,3.787,0.535
2.96,4.3,0.315
3.206,4.194,0.415
4.134,4.134,0.662
3.563,4.15,0.5
4.664,4.664,0.667
4.174,4.499,0.569
4.416,4.51,0.505
5.612,5.612,0.648
3.465,3.656,0.563
3.663,4.209,0.329
5.249,5.322,0.623
4.267,4.337,0.569
3.558,4.322,0.439
3.975,3.975,0.569
4.258,4.268,0.743
2.945,4.537,0.375
1.633,5.604,0.162
4.0,4.111,0.689
4.453,4.453,0.736
3.414,5.534,0.367
4.634,4.634,0.685
3.544,4.03,0.523
3.318,3.318,0.556
4.441,4.541,0.55
5.23,5.291,0.407
4.129,4.309,0.515
4.593,4.793,0.622
3.926,3.986,0.706
3.967,3.967,0.519
3.49,3.864,0.535
3.173,3.852,0.492
4.267,4.267,0.551
4.458,5.067,0.618
4.495,4.522,0.63
4.73,5.035,0.591
3.631,4.036,0.496
4.517,4.676,0.648
5.248,5.406,0.607
3.391,4.004,0.445
4.181,4.42,0.541
4.052,5.14,0.478
2.849,3.542,0.374
4.268,4.312,0.573
3.093,3.359,0.453
4.73,4.73,0.738
5.301,5.301,0.607
4.515,5.097,0.615
3.889,3.889,0.634
4.301,4.301,0.626
3.777,3.777,0.527
4.982,5.275,0.557
4.963,4.972,0.638
4.059,4.276,0.728
4.171,4.171,0.641
5.038,5.073,0.639
4.765,5.029,0.542
4.162,4.162,0.613
3.45,4.35,0.314
4.541,4.579,0.582
4.547,4.572,0.682
4.354,4.354,0.703
4.377,4.377,0.62
4.072,4.082,0.703
3.74,3.74,0.671
5.385,5.511,0.641
2.754,5.432,0.276
2.821,4.584,0.287
4.373,4.837,0.399
4.802,4.809,0.579
3.25,4.466,0.446
4.085,4.195,0.392
3.212,3.212,0.594
5.514,5.663,0.518
4.015,4.015,0.639
1.959,5.498,0.232
4.392,4.537,0.501
4.328,4.328,0.568
4.766,4.766,0.696
4.117,4.579,0.474
3.534,3.534,0.581
3.928,3.928,0.669
5.003,5.123,0.496
4.466,4.818,0.556
2.992,3.927,0.406
3.603,4.686,0.419
4.788,4.795,0.664
3.762,4.218,0.622
4.216,4.671,0.62
4.545,4.691,0.507
4.41,4.41,0.642
5.445,5.445,0.596
4.16,4.188,0.658
4.05,4.739,0.604
3.386,3.682,0.486
2.852,2.852,0.499
2.633,3.95,0.351
4.101,4.101,0.552
4.879,5.37,0.551
3.183,4.67,0.34
3.893,4.052,0.538
4.281,4.754,0.464
3.88,4.084,0.509
3.615,3.899,0.469
4.489,4.489,0.589
4.778,5.255,0.464
4.629,4.637,0.619
4.472,4.632,0.551
5.182,5.19,0.6
4.204,4.204,0.639
3.446,4.481,0.481
4.071,4.32,0.461
3.453,3.453,0.697
4.891,4.9,0.698
3.429,5.0,0.515
3.418,3.418,0.538
5.027,5.12,0.574
2.865,4.618,0.35
3.997,4.008,0.67
3.856,5.975,0.347
4.895,4.921,0.692
4.032,4.82,0.426
3.878,3.878,0.709
5.028,5.091,0.593
3.738,4.646,0.48
5.449,6.068,0.534
5.57,5.576,0.664
4.035,4.035,0.607
2.675,3.616,0.358
3.984,4.045,0.512
4.128,4.128,0.524
3.226,4.458,0.349
3.16,3.77,0.463
4.062,4.078,0.527
4.216,4.453,0.579
3.94,4.052,0.587
4.49,4.962,0.474
3.918,3.918,0.633
3.716,4.602,0.55
4.198,5.403,0.432
3.756,3.756,0.543
2.241,5.667,0.262
4.397,4.434,0.617
4.515,4.515,0.603
4.727,6.08,0.477
4.292,4.743,0.48
3.737,5.69,0.366
3.56,3.741,0.641
4.279,5.103,0.489
5.47,5.59,0.594
4.024,4.831,0.523
4.652,4.67,0.64
4.205,4.525,0.481
4.136,4.136,0.54
3.9,3.91,0.612
4.269,5.302,0.513
3.982,3.982,0.708
3.298,4.933,0.413
3.434,3.483,0.657
4.234,4.27,0.62
3.438,3.592,0.511
2.135,5.793,0.279
3.48,3.652,0.532
4.051,4.332,0.733
3.537,3.537,0.581
4.203,4.203,0.549
4.419,4.453,0.544
4.215,4.215,0.639
4.206,5.073,0.474
5.406,5.471,0.422
4.04,4.784,0.535
4.431,4.431,0.535
2.269,3.338,0.305
4.339,4.597,0.509
4.006,4.258,0.462
3.069,3.732,0.369
4.258,4.37,0.591
4.063,4.918,0.393
2.899,3.837,0.335
4.174,4.986,0.6
4.231,4.511,0.55
3.903,4.038,0.491
3.08,5.519,0.341
4.644,5.045,0.535
3.967,3.967,0.643
4.639,4.672,0.696
3.519,4.743,0.431
3.359,3.667,0.333
4.424,4.47,0.599
3.464,4.115,0.405
3.889,3.889,0.603
3.809,3.923,0.559
4.78,4.801,0.656
4.61,5.071,0.587
5.248,5.311,0.586
3.527,5.033,0.449
2.704,2.974,0.486
4.519,4.519,0.587
3.032,3.747,0.393
4.571,5.382,0.453
4.053,4.167,0.567
3.392,3.475,0.592
4.936,4.977,0.649
3.803,3.803,0.578
4.319,4.319,0.643
4.052,4.092,0.631
3.699,3.742,0.535
6.104,6.165,0.602
3.008,3.008,0.684
4.995,5.049,0.547
3.61,3.61,0.656
3.88,4.726,0.523
3.353,4.803,0.442
5.239,5.302,0.519
4.572,4.572,0.601
4.257,4.545,0.721
3.214,4.52,0.375
4.013,4.339,0.524
2.919,6.052,0.376
4.964,5.024,0.545
4.533,4.659,0.452
5.326,5.76,0.522
4.51,5.03,0.619
4.035,4.082,0.608
4.588,4.672,0.638
4.232,4.232,0.746
3.765,4.912,0.447
4.561,4.561,0.64
3.404,3.708,0.535
3.78,5.526,0.444
4.389,4.428,0.679
4.099,4.528,0.399
4.271,4.357,0.568
5.142,5.142,0.607
3.067,4.984,0.312
5.31,5.553,0.595
2.774,3.974,0.314
3.818,3.818,0.631
4.59,4.798,0.544
3.798,4.038,0.492
5.363,5.568,0.465
4.789,4.789,0.549
4.641,4.702,0.634
3.599,4.214,0.4
4.306,4.306,0.663
3.803,3.803,0.566
4.715,4.715,0.608
4.462,4.462,0.561
4.06,4.205,0.635
3.945,3.945,0.693
4.921,5.221,0.483
5.436,5.477,0.616
4.937,4.946,0.622
3.917,3.917,0.71
3.809,3.85,0.445
4.504,4.504,0.751
3.73,3.73,0.656
4.274,4.311,0.568
4.284,4.344,0.704
4.064,4.185,0.558
2.874,3.149,0.617
5.0,5.036,0.655
4.87,4.87,0.519
1.878,5.501,0.212
3.539,3.539,0.626
4.565,5.076,0.625
4.194,4.194,0.589
4.719,4.728,0.653
5.316,5.724,0.591
4.391,4.391,0.752
4.111,4.111,0.64
2.563,3.745,0.403
4.322,4.68,0.578
4.229,4.276,0.662
4.33,5.165,0.491
4.272,4.272,0.586
4.576,4.576,0.658
3.852,3.852,0.586
4.136,4.136,0.767
5.074,5.11,0.623
4.437,4.477,0.592
3.214,3.314,0.693
4.466,4.466,0.591
3.552,4.309,0.374
3.419,3.479,0.604
4.157,4.166,0.553
4.957,5.109,0.471
3.867,3.867,0.59
2.735,3.235,0.475
3.593,4.231,0.508
4.664,4.664,0.711
4.142,4.142,0.591
5.558,5.642,0.596
3.518,3.518,0.637
4.085,4.851,0.526
3.436,3.436,0.708
4.42,4.42,0.696
4.209,4.309,0.674
4.938,5.189,0.509
3.859,3.859,0.713
4.446,4.48,0.636
3.03,4.436,0.332
3.21,3.401,0.559
3.108,3.335,0.51
4.993,4.993,0.623
3.762,3.762,0.56
4.957,5.661,0.45
3.925,4.207,0.456
4.954,4.969,0.62
2.913,4.636,0.356
4.472,5.545,0.589
4.353,4.371,0.576
4.242,4.518,0.5
5.405,5.659,0.565
4.393,4.393,0.679
4.445,5.084,0.492
2.73,4.035,0.337
3.569,3.782,0.5
4.19,4.208,0.686
3.447,3.447,0.429
4.936,5.79,0.476
4.6,4.6,0.644
3.789,3.789,0.557
4.084,4.139,0.603
2.496,3.421,0.364
5.109,5.117,0.64
5.04,5.398,0.473
3.352,3.954,0.393
4.682,4.682,0.504
3.843,3.843,0.545
